approach,cpu,batchsize,true_negative,false_negative,true_positive,false_positive,precision,recall,accuracy,f1_score,outlier_threshold,wallclock_time_seconds
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,163,475,3,0,26,0.0,0.0,0.9424603174603174,0.0,-132.68194580078125,16.93
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,235,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-137.09402465820312,37.06
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,196,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-142.3753204345703,16.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,218,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-140.62509155273438,40.81
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,138,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-139.64881744384766,22.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,233,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-137.67176818847656,36.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,208,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-141.69482421875,16.80
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,24,488,1,2,13,0.13333333333333333,0.6666666666666666,0.9722222222222222,0.2222222222222222,-128.36025390625,2.83
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,18,487,1,2,14,0.125,0.6666666666666666,0.9702380952380952,0.21052631578947367,-128.37166290283204,2.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,206,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-141.77362060546875,16.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,67,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-133.3256103515625,37.80
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,5,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-127.38458251953125,3.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,66,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-133.52268981933594,39.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,170,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-142.90341186523438,17.06
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,65,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-133.4197235107422,38.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,195,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-142.39801025390625,16.54
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,7,484,0,3,17,0.15,1.0,0.9662698412698413,0.2608695652173913,-128.16742553710938,2.98
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,96,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-134.38646697998047,27.37
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,72,488,3,0,13,0.0,0.0,0.9682539682539683,0.0,-134.36774139404298,35.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,39,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-130.0080108642578,5.39
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,27,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-128.6985626220703,2.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,202,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-142.21896362304688,16.98
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,31,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-128.57740783691406,2.91
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,81,486,3,0,15,0.0,0.0,0.9642857142857143,0.0,-133.03287658691406,31.91
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,37,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-130.05982055664063,3.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,162,477,3,0,24,0.0,0.0,0.9464285714285714,0.0,-133.74835205078125,17.16
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,84,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-135.95333862304688,31.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,8,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-128.1324890136719,2.67
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,90,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-135.90602111816406,31.36
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,166,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-128.07020568847656,17.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,156,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-136.95425415039062,17.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,91,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-135.76907348632812,27.43
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,158,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-136.23299255371094,17.60
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,147,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-139.01455688476562,21.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,252,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-141.62579040527345,15.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,145,480,3,0,21,0.0,0.0,0.9523809523809523,0.0,-139.06332397460938,21.77
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,131,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-139.8238021850586,22.24
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,50,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-128.45472106933593,52.39
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,225,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-139.6859130859375,41.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,77,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-134.40185546875,34.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,236,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-136.60939025878906,37.01
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,114,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-136.980224609375,24.42
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,45,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-130.12240600585938,54.55
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,228,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-139.00477600097656,40.75
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,104,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-137.70665893554687,27.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,179,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-142.9141845703125,17.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,150,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-138.52342987060547,20.12
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,122,485,3,0,16,0.0,0.0,0.9623015873015873,0.0,-133.1983612060547,21.83
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,83,490,1,2,11,0.15384615384615385,0.6666666666666666,0.9761904761904762,0.25,-128.91778106689452,31.37
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,161,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-134.79541015625,17.49
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,246,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-129.85649566650392,36.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,223,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-140.03749084472656,40.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,107,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-137.5004135131836,27.19
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,93,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-135.33434295654297,26.85
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,103,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-137.54309844970703,27.31
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,224,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-139.70680236816406,40.69
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,49,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-130.6499786376953,52.39
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,38,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-129.5941925048828,2.95
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,9,486,0,3,15,0.16666666666666666,1.0,0.9702380952380952,0.2857142857142857,-127.86712951660157,2.52
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,58,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-132.5899200439453,44.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,55,487,1,2,14,0.125,0.6666666666666666,0.9702380952380952,0.21052631578947367,-130.3913345336914,45.61
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,51,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-131.98033142089844,47.25
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,100,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-128.0591583251953,27.41
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,117,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-136.27993774414062,23.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,13,487,0,3,14,0.17647058823529413,1.0,0.9722222222222222,0.3,-128.02897033691406,2.85
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,42,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-130.4283447265625,54.88
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,119,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-135.4330291748047,23.86
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,230,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-138.58265686035156,41.36
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,232,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-138.09072875976562,37.74
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,89,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-135.8672897338867,31.83
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,140,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-139.43261108398437,21.88
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,36,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-129.7919158935547,3.00
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,32,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-129.66632080078125,3.20
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,4,484,0,3,17,0.15,1.0,0.9662698412698413,0.2608695652173913,-127.3921516418457,2.62
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,176,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-142.92615356445313,17.41
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,174,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-142.9979705810547,17.42
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,17,486,0,3,15,0.16666666666666666,1.0,0.9702380952380952,0.2857142857142857,-128.14522705078124,2.45
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,92,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-135.4761184692383,27.90
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,85,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-135.94924926757812,30.59
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,105,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-137.6862564086914,27.35
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,193,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-142.4710693359375,16.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,251,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-71.6489028930664,14.08
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,222,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-139.96437072753906,41.35
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,213,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-141.2764434814453,40.74
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,61,484,1,2,17,0.10526315789473684,0.6666666666666666,0.9642857142857143,0.18181818181818182,-131.68499755859375,39.81
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,73,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-134.54922485351562,35.33
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,43,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-31.574227380490775,601.34
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,185,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.221886795568356,598.63
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,16,487,1,2,14,0.125,0.6666666666666666,0.9702380952380952,0.21052631578947367,-36.44086806799531,602.18
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,112,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-24.798524888469743,609.29
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,110,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-24.38529388483886,591.40
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,167,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-23.74731420662021,603.37
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,97,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-26.086946740100807,605.45
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,28,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-34.149221920521036,609.91
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,215,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-21.769399018727995,604.64
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,56,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-29.550352115437825,602.77
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,189,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.32652242722857,612.82
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,46,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-30.97922781936873,598.23
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,242,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-22.424247967066393,604.46
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,194,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.095827218471403,597.41
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,141,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.003998105475173,597.98
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,15,490,1,2,11,0.15384615384615385,0.6666666666666666,0.9761904761904762,0.25,-36.3282973800045,602.78
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,54,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-30.546293638402283,600.70
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,129,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-23.45749655576335,610.07
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,98,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-25.851733282780547,596.71
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,175,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-22.050115872180616,603.51
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,34,484,1,2,17,0.10526315789473684,0.6666666666666666,0.9642857142857143,0.18181818181818182,-32.69665664448042,606.19
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,60,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-29.566257113482592,597.81
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,139,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.122117477176033,590.83
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,130,481,3,0,20,0.0,0.0,0.9543650793650794,0.0,-23.36918416256527,594.89
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,135,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.287057388923177,606.63
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,11,490,1,2,11,0.15384615384615385,0.6666666666666666,0.9761904761904762,0.25,-37.01886655993919,605.44
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,64,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-28.201131589454814,596.93
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,128,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-23.300333298249722,610.60
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,165,485,3,0,16,0.0,0.0,0.9623015873015873,0.0,-23.14509807309286,590.10
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,248,485,3,0,16,0.0,0.0,0.9623015873015873,0.0,-21.700241896088592,607.75
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,44,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-31.579978946675322,612.20
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,48,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-31.304587365935216,602.10
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,219,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-21.766941439559634,602.11
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,177,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.08129982766367,600.33
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,59,472,2,1,29,0.03333333333333333,0.3333333333333333,0.9384920634920635,0.0606060606060606,-29.38133645388612,605.79
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,205,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-22.0002691647764,608.60
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,178,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.101258806604168,607.29
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,14,490,1,2,11,0.15384615384615385,0.6666666666666666,0.9761904761904762,0.25,-36.819876764028734,597.17
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,102,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-24.962295297074114,605.03
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,79,480,2,1,21,0.045454545454545456,0.3333333333333333,0.9543650793650794,0.08,-26.652927827239246,600.40
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,149,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.3146647181021,604.88
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,229,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-22.00270308857465,604.75
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,243,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-22.2932996728262,591.80
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,144,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-23.106291585965387,607.72
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,240,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-21.966552673284,609.89
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,148,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.194008430987093,607.46
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,169,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-21.965375607318894,609.21
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,113,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-24.74858222593935,599.04
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,29,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-34.41348100005826,603.86
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,109,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-24.172484521433418,611.89
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,190,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.306928033376096,593.04
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,155,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.190437921457,597.99
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,25,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-34.8580629416786,594.13
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,143,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-23.187158199964326,596.10
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,82,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-27.320044149854663,596.88
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,142,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.148550799546918,604.87
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,181,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.208698261131282,598.98
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,212,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-21.756467411075395,601.60
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,216,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-21.72319620903594,603.30
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,238,480,3,0,21,0.0,0.0,0.9523809523809523,0.0,-21.488350274354335,596.77
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,137,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-23.3540394480982,607.49
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,115,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-24.4292003358849,604.90
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,226,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.088693836673137,612.18
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,99,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-26.295762604917932,600.29
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,211,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-21.756744946221662,598.61
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,172,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-22.07691707388237,620.34
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,78,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-26.394284501210453,601.91
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,12,490,1,2,11,0.15384615384615385,0.6666666666666666,0.9761904761904762,0.25,-36.82010110589524,596.57
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,2,465,0,3,36,0.07692307692307693,1.0,0.9285714285714286,0.14285714285714288,-39.53516226202485,598.80
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,22,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-35.612368078979884,603.90
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,63,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-27.981902833508713,592.91
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,30,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-33.69000062892427,607.37
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,80,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-26.80462690474749,604.37
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,245,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-22.253395722512145,589.98
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,52,472,2,1,29,0.03333333333333333,0.3333333333333333,0.9384920634920635,0.0606060606060606,-30.283904631945283,594.71
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,70,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-28.53769086138781,597.80
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,23,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-35.12994448834632,599.52
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,106,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-24.588363409442607,606.27
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,214,484,3,0,17,0.0,0.0,0.9603174603174603,0.0,-21.78761428915715,595.97
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,6,489,0,3,12,0.2,1.0,0.9761904761904762,0.33333333333333337,-38.29218575008298,607.05
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,88,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-25.14064276162115,608.28
