approach,cpu,hidden_units,true_negative,false_negative,true_positive,false_positive,precision,recall,accuracy,f1_score,outlier_threshold,wallclock_time_seconds
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,492,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-266.5256607066245,7741.37
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,145,469,0,3,32,0.08571428571428572,1.0,0.9365079365079365,0.15789473684210528,-65.68011574753736,1765.36
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,259,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-136.7998969904735,3801.00
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,516,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-270.37774157785276,8045.36
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,110,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-45.4465688102405,1364.92
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,398,471,1,2,30,0.0625,0.6666666666666666,0.9384920634920635,0.11428571428571428,-205.30653766260465,5357.90
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,534,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-296.0248702937753,8284.90
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,31,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-7.824293908217147,463.52
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,470,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-230.02770001576752,7380.16
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,233,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-110.4891566382832,2802.22
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,540,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-290.9348777793453,8307.97
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,595,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-323.17218290950416,10033.59
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,304,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-149.55163768030263,4412.22
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,268,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-139.80610518809544,3908.95
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,30,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-12.606924956733504,452.36
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,303,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-149.98747077567236,4372.18
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,189,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-93.96971279640562,2212.39
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,394,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-201.31808694265212,5260.85
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,27,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-8.843936527247791,430.07
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,444,484,0,3,17,0.15,1.0,0.9662698412698413,0.2608695652173913,-238.7949248825313,7622.52
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,226,466,0,3,35,0.07894736842105263,1.0,0.9305555555555556,0.14634146341463414,-117.63820874951261,2686.31
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,255,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-131.47156024520388,3687.58
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,498,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-267.89503379933143,7748.33
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,47,481,1,2,20,0.09090909090909091,0.6666666666666666,0.9583333333333334,0.16,-17.95651113633226,645.41
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,50,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-20.82871483426432,691.07
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,144,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-70.05203258764537,1727.01
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,368,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-190.04490991091635,5218.28
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,86,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-38.25107724422454,1074.26
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,106,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-52.54952369083124,1299.16
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,535,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-302.0870223876817,8210.01
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,474,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-228.95222625191477,7488.77
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,20,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-2.31227715091552,345.26
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,381,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-207.632443376185,5231.80
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,101,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-43.44950770937025,1252.95
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,488,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-256.0500689399118,8330.45
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,63,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-21.374107758618248,818.20
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,256,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-132.81471399679842,3666.95
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,469,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-234.68031419200568,7438.06
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,391,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-207.02275257780823,5318.17
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,116,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-55.07228006294485,1402.93
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,591,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-316.5452001308303,10136.08
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,396,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-201.74206023966613,5279.42
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,476,470,2,1,31,0.03125,0.3333333333333333,0.9345238095238095,0.05714285714285714,-227.44345407064154,7936.46
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,131,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-64.8226996381392,1615.43
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,55,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-23.485758517801766,733.74
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,404,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-195.78426664681757,5175.09
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,517,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-274.66049289669644,7996.11
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,150,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-66.23835599957488,1815.55
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,458,471,1,2,30,0.0625,0.6666666666666666,0.9384920634920635,0.11428571428571428,-237.73664667114005,7368.13
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,521,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-276.1446668098786,8143.79
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,21,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-6.243918888971316,356.92
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,575,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-311.09519617566315,9705.93
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,418,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-213.25969675671195,5160.68
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,215,470,0,3,31,0.08823529411764706,1.0,0.9384920634920635,0.1621621621621622,-110.07529481792395,3170.59
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,4,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,4.503562458086865,159.61
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,413,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-209.887699047313,5095.49
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,117,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-49.91294631244379,1421.20
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,151,470,0,3,31,0.08823529411764706,1.0,0.9384920634920635,0.1621621621621622,-74.3740708184909,1953.24
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,52,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-21.864075141791858,706.17
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,287,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-148.48467961345122,4161.80
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,609,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-330.37906095720695,10316.36
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,482,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-237.44996018283888,8279.69
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,102,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-42.787282149940694,1257.78
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,267,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-140.73306394229138,3891.93
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,489,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-257.3294224337305,7714.57
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,156,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-71.35665240711309,1860.40
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,367,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-188.30127614297493,5243.96
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,422,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-229.75671457240296,5145.53
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,580,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-310.26433099459524,9951.67
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,89,462,0,3,39,0.07142857142857142,1.0,0.9226190476190477,0.13333333333333333,-45.71546045973428,1110.11
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,351,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-175.70618231781035,5015.29
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,162,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-76.41557397451423,1929.55
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,112,470,0,3,31,0.08823529411764706,1.0,0.9384920634920635,0.1621621621621622,-53.1074347404456,1472.27
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,513,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-271.52129880014974,7938.90
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,374,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-204.00754926606302,5281.70
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,179,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-85.75418671001285,2123.15
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,483,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-244.57250737055355,8238.73
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,574,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-303.95774369355576,9685.67
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,415,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-214.65108260601392,5083.48
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,446,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-243.6394664794824,7581.52
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,484,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-240.23518247435462,8270.80
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,24,470,0,3,31,0.08823529411764706,1.0,0.9384920634920635,0.1621621621621622,-6.938813113792379,383.28
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,306,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-144.63563859678027,4411.40
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,197,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-94.10769205267809,2318.61
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,171,469,0,3,32,0.08571428571428572,1.0,0.9365079365079365,0.15789473684210528,-84.98431286791484,2053.67
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,545,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-291.2155214992386,9232.08
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,46,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-16.2887291003355,635.37
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,32,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-12.68247303180843,478.35
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,223,468,0,3,33,0.08333333333333333,1.0,0.9345238095238095,0.15384615384615385,-115.93383156162571,3228.36
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,397,465,0,3,36,0.07692307692307693,1.0,0.9285714285714286,0.14285714285714288,-207.23963071421161,5290.06
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,128,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-58.58293705038111,1550.84
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,610,471,1,2,30,0.0625,0.6666666666666666,0.9384920634920635,0.11428571428571428,-330.3096373469183,10144.14
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,237,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-111.95476271494763,2834.50
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,611,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-331.3682877747165,10213.78
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,160,465,0,3,36,0.07692307692307693,1.0,0.9285714285714286,0.14285714285714288,-77.70627919415253,1911.27
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,480,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-238.05201662670194,7529.76
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,265,468,0,3,33,0.08333333333333333,1.0,0.9345238095238095,0.15384615384615385,-141.0782860856352,3882.24
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,466,470,0,3,31,0.08823529411764706,1.0,0.9384920634920635,0.1621621621621622,-235.5578549965621,7375.28
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,312,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-163.1628823977109,4502.25
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,524,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-272.3431779648581,8057.37
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,180,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-85.29555668883636,2125.92
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,185,462,1,2,39,0.04878048780487805,0.6666666666666666,0.9206349206349206,0.0909090909090909,-94.38412141883839,2182.59
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,590,472,2,1,29,0.03333333333333333,0.3333333333333333,0.9384920634920635,0.0606060606060606,-317.0805647031707,10072.35
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,369,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-194.88316354022365,5259.63
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,187,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-91.33895077127723,2192.53
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,95,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-45.51341727566062,1188.36
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,457,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-244.459169411216,7261.47
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,325,468,2,1,33,0.029411764705882353,0.3333333333333333,0.9305555555555556,0.05405405405405406,-163.48067160330325,4949.54
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,553,469,2,1,32,0.030303030303030304,0.3333333333333333,0.9325396825396826,0.05555555555555555,-281.763481620744,9505.54
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,405,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-207.3933131620383,5155.96
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,332,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-171.79730100099636,4774.38
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,169,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-89.6304334235713,2000.52
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,81,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-37.650344431502724,1037.72
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,195,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-94.17616087844837,2273.46
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,148,486,0,3,15,0.16666666666666666,1.0,0.9702380952380952,0.2857142857142857,-66.55024869356042,1787.08
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,403,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-199.92043910728282,5118.27
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,76,481,1,2,20,0.09090909090909091,0.6666666666666666,0.9583333333333334,0.16,-33.101611950578594,974.31
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,362,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-184.1752587331129,5199.41
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,425,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-220.6945444781316,5183.73
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,175,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-88.06375074141064,2053.11
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,519,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-274.3596971539279,8000.74
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,133,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-63.11437062867311,1615.68
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,298,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-149.9526631710897,4326.09
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,236,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-117.74676911583255,2821.84
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,342,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-172.85737457992784,4923.54
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,436,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-235.11408535782513,5888.27
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,44,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-12.709122254139531,621.90
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,593,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-319.23093166030856,10138.03
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,244,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-121.77768343778243,2965.66
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,301,469,0,3,32,0.08571428571428572,1.0,0.9365079365079365,0.15789473684210528,-151.5171795975695,4350.95
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,238,468,0,3,33,0.08333333333333333,1.0,0.9345238095238095,0.15384615384615385,-116.73682649075165,2835.69
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,417,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-217.03168274976287,5175.45
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,352,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-172.30531653545975,5036.56
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,366,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-187.91221842788335,5213.36
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,308,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-153.69957668785034,4461.10
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,253,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-127.87443282492754,3636.35
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,328,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-170.44766882263343,4714.44
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,122,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-57.42266696080508,1486.57
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,554,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-291.0831261314228,9569.74
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,340,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-173.11602670316796,4890.21
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,411,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-209.07216179351866,5078.86
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,172,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-85.50081536056373,2030.88
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,261,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-140.28871077428175,3811.34
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,310,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-158.41899548646703,4479.81
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,389,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-203.95061402387478,5289.11
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,627,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-350.384728587315,10620.94
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,546,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-296.0079812590733,9370.52
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,507,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-261.8870876551411,7877.70
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,343,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-174.44634689642564,4949.39
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,240,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-119.7316984304315,2836.81
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,331,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-177.62464417535415,4773.54
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,93,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-43.1114397617046,1178.45
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,181,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-85.19562217374583,2125.45
quantum,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,288,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-148.8663053899786,4166.30
