approach,cpu,hidden_units,true_negative,false_negative,true_positive,false_positive,precision,recall,accuracy,f1_score,outlier_threshold,wallclock_time_seconds
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,607,466,2,1,35,0.027777777777777776,0.3333333333333333,0.9265873015873016,0.05128205128205128,-489.6827087402344,5.27
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,439,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-340.9796142578125,3.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,429,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-337.0848022460938,2.66
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,232,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-192.9264175415039,2.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,164,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-134.35060272216796,2.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,383,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-297.8570159912109,3.27
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,349,471,3,0,30,0.0,0.0,0.9345238095238095,0.0,-282.88697814941406,2.54
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,158,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-131.8261505126953,2.24
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,136,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-115.33810272216797,2.39
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,485,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-399.8974914550781,4.34
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,41,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-39.73201370239258,1.16
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,441,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-339.3026824951172,3.00
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,565,477,3,0,24,0.0,0.0,0.9464285714285714,0.0,-454.85577392578125,4.66
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,499,469,1,2,32,0.058823529411764705,0.6666666666666666,0.9345238095238095,0.10810810810810811,-392.26690673828125,3.92
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,563,469,3,0,32,0.0,0.0,0.9305555555555556,0.0,-458.1147735595703,4.67
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,426,473,3,0,28,0.0,0.0,0.9384920634920635,0.0,-337.99498291015624,3.80
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,305,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-243.97569274902344,2.04
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,146,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-128.5960266113281,1.78
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,45,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-45.26427154541015,1.06
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,550,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-439.7651763916016,4.54
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,472,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-397.0520355224609,3.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,167,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-134.01182556152344,2.49
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,543,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-436.065185546875,4.17
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,210,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-168.32638549804688,1.94
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,155,485,0,3,16,0.15789473684210525,1.0,0.9682539682539683,0.2727272727272727,-125.3977897644043,2.33
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,142,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-116.93937377929687,2.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,272,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-213.3550567626953,2.09
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,33,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-34.819236755371094,1.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,526,467,0,3,34,0.08108108108108109,1.0,0.9325396825396826,0.15,-428.6305328369141,4.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,541,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-430.4747619628906,4.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,91,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-79.08587341308593,1.36
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,40,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-41.04043426513672,1.03
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,6,470,3,0,31,0.0,0.0,0.9325396825396826,0.0,-11.172772502899171,0.97
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,54,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-48.61793098449707,1.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,75,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-65.61843490600586,1.62
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,433,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-338.9144592285156,2.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,320,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-251.37890014648437,2.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,344,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-278.2732635498047,2.09
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,345,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-279.54017028808596,2.40
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,585,467,3,0,34,0.0,0.0,0.9265873015873016,0.0,-473.45665283203124,5.35
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,471,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-396.9490081787109,3.43
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,333,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-263.4805603027344,2.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,370,471,3,0,30,0.0,0.0,0.9345238095238095,0.0,-291.0113830566406,3.09
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,284,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-225.8684509277344,1.86
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,252,469,1,2,32,0.058823529411764705,0.6666666666666666,0.9345238095238095,0.10810810810810811,-203.45132446289062,2.15
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,194,487,0,3,14,0.17647058823529413,1.0,0.9722222222222222,0.3,-161.27598419189454,1.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,143,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-117.52952194213867,2.58
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,34,469,1,2,32,0.058823529411764705,0.6666666666666666,0.9345238095238095,0.10810810810810811,-37.82012939453125,1.11
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,599,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-484.52507934570315,4.93
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,115,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-101.49265899658204,2.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,85,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-77.5383071899414,1.53
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,99,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-84.65332565307617,1.98
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,153,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-126.96189422607422,2.55
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,536,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-422.0943267822266,4.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,354,480,3,0,21,0.0,0.0,0.9523809523809523,0.0,-288.4947998046875,2.79
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,623,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-501.2668762207031,193.66
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,159,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-131.83181762695312,2.59
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,198,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-162.9196014404297,1.41
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,385,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-307.5376770019531,3.28
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,618,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-495.100341796875,193.68
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,149,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-129.4099594116211,2.67
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,387,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-306.9107666015625,3.20
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,124,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-104.83172454833985,2.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,193,484,0,3,17,0.15,1.0,0.9662698412698413,0.2608695652173913,-157.58662719726564,2.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,512,467,2,1,34,0.02857142857142857,0.3333333333333333,0.9285714285714286,0.05263157894736842,-411.1968078613281,4.58
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,228,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-182.85264892578124,1.74
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,103,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-91.03826904296875,2.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,632,483,2,1,18,0.05263157894736842,0.3333333333333333,0.9603174603174603,0.09090909090909091,-513.7915405273437,193.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,388,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-311.67193603515625,2.72
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,511,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-413.7659912109375,4.09
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,608,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-494.0373901367188,5.77
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,334,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-264.2279479980469,2.69
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,14,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-21.800018310546875,0.96
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,503,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-401.7324615478516,4.65
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,67,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-61.998512268066406,1.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,322,487,0,3,14,0.17647058823529413,1.0,0.9722222222222222,0.3,-252.5626663208008,2.75
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,624,466,1,2,35,0.05405405405405406,0.6666666666666666,0.9285714285714286,0.1,-500.8056671142578,192.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,360,474,3,0,27,0.0,0.0,0.9404761904761905,0.0,-287.92034912109375,2.37
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,202,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-160.95335388183594,1.59
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,119,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-97.06324005126953,1.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,220,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-176.65966796875,1.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,424,468,1,2,33,0.05714285714285714,0.6666666666666666,0.9325396825396826,0.10526315789473684,-338.333740234375,4.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,218,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-174.25621795654297,1.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,186,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-150.84214782714844,2.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,61,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-56.33854751586914,1.39
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,18,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-25.57162857055664,1.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,65,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-58.65939025878907,1.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,359,463,2,1,38,0.02564102564102564,0.3333333333333333,0.9206349206349206,0.047619047619047616,-286.94345703125003,2.59
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,36,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-38.21394844055176,0.91
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,10,473,3,0,28,0.0,0.0,0.9384920634920635,0.0,-16.926977157592773,1.02
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,605,480,3,0,21,0.0,0.0,0.9523809523809523,0.0,-481.072412109375,4.65
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,416,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-334.16716918945315,2.94
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,556,470,3,0,31,0.0,0.0,0.9325396825396826,0.0,-448.6710510253906,5.02
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,279,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-225.1481170654297,1.88
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,161,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-131.12791442871094,2.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,453,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-360.6311950683594,3.43
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,475,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-396.55462646484375,3.54
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,619,484,1,2,17,0.10526315789473684,0.6666666666666666,0.9642857142857143,0.18181818181818182,-493.8656036376953,193.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,263,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-203.96803131103516,2.35
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,8,466,2,1,35,0.027777777777777776,0.3333333333333333,0.9265873015873016,0.05128205128205128,-15.512393951416016,1.11
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,588,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-482.2420349121094,5.34
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,111,486,0,3,15,0.16666666666666666,1.0,0.9702380952380952,0.2857142857142857,-94.57894897460938,2.09
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,79,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-69.84597396850586,1.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,69,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-63.06498413085938,1.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,350,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-283.41290283203125,2.94
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,621,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-494.9498992919922,193.27
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,495,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-393.3888763427734,4.08
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,293,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-233.4250732421875,1.93
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,104,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-88.92809524536133,1.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,234,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-188.9792938232422,2.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,199,489,1,2,12,0.14285714285714285,0.6666666666666666,0.9742063492063492,0.23529411764705882,-156.7334991455078,2.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,114,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-98.63064727783203,2.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,249,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-199.9293670654297,2.12
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,43,488,1,2,13,0.13333333333333333,0.6666666666666666,0.9722222222222222,0.2222222222222222,-44.47096748352051,0.92
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,243,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-194.80044555664062,2.18
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,205,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-160.38780212402344,3.33
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,68,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-61.20069885253906,1.31
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,201,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-158.05968017578124,2.74
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,434,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-335.4521179199219,3.43
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,207,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-161.246826171875,1.61
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,176,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-146.70729064941406,2.06
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,208,481,1,2,20,0.09090909090909091,0.6666666666666666,0.9583333333333334,0.16,-162.7310791015625,1.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,584,485,3,0,16,0.0,0.0,0.9623015873015873,0.0,-471.65199890136716,4.66
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,481,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-403.15533752441405,3.67
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,463,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-378.24901428222654,3.40
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,462,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-374.95245361328125,3.79
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,251,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-201.23406677246095,2.02
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,80,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-70.68108367919922,1.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,283,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-228.39348602294922,2.31
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,570,480,3,0,21,0.0,0.0,0.9523809523809523,0.0,-459.08347167968753,5.11
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,620,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-499.8310852050781,191.70
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,468,475,3,0,26,0.0,0.0,0.9424603174603174,0.0,-378.40195617675784,4.01
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,254,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-203.3177947998047,2.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,527,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-426.73265380859374,3.93
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,363,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-285.2694061279297,2.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,578,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-463.62184448242186,4.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,307,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-248.07707977294922,2.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,204,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-159.8750457763672,2.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,285,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-228.28424072265625,2.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,500,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-393.69874877929686,4.26
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,365,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-294.2283538818359,2.55
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,558,469,3,0,32,0.0,0.0,0.9305555555555556,0.0,-451.9136016845703,4.63
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,431,475,3,0,26,0.0,0.0,0.9424603174603174,0.0,-336.00192871093753,3.84
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,551,469,3,0,32,0.0,0.0,0.9305555555555556,0.0,-442.0254211425781,4.33
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,612,467,2,1,34,0.02857142857142857,0.3333333333333333,0.9285714285714286,0.05263157894736842,-483.45655212402346,177.41
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,347,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-284.896240234375,2.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,300,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-239.87069244384767,2.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,420,473,3,0,28,0.0,0.0,0.9384920634920635,0.0,-330.10443115234375,3.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,427,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-331.7496795654297,3.40
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,384,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-305.3155181884766,3.25
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,319,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-257.3012939453125,2.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,152,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-129.00106964111328,2.00
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,356,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-292.24485778808594,2.96
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,478,471,3,0,30,0.0,0.0,0.9345238095238095,0.0,-396.354248046875,4.17
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,393,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-320.0138244628906,2.65
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,277,469,0,3,32,0.08571428571428572,1.0,0.9365079365079365,0.15789473684210528,-218.2914566040039,2.43
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,486,469,2,1,32,0.030303030303030304,0.3333333333333333,0.9325396825396826,0.05555555555555555,-398.92461853027345,3.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,538,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-429.3994445800781,4.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,358,469,3,0,32,0.0,0.0,0.9305555555555556,0.0,-289.7591613769531,3.03
